rainfall,humidity,temperature,pressure,wind_speed,magnitude,time,risk,disaster_type,source
5.1,92.0,24.2,1006.6,31.6,0.0,4,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
5.7,92.0,24.3,1005.9,31.2,0.0,5,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
1.9,92.0,24.5,1004.1,36.1,0.0,6,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
3.1,91.0,24.8,1002.5,43.2,0.0,7,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
7.1,90.0,24.7,1000.6,42.4,0.0,8,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
4.7,91.0,24.7,999.9,40.5,0.0,9,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
10.7,91.0,24.7,998.6,39.6,0.0,10,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
14.8,90.0,25.0,997.8,48.6,0.0,11,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
8.6,91.0,24.3,1000.9,31.0,0.0,12,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
14.2,90.0,24.3,1000.1,38.3,0.0,13,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
28.6,90.0,24.1,1000.1,38.0,0.0,14,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
14.3,93.0,24.1,1000.2,32.9,0.0,15,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
3.3,92.0,24.2,999.7,40.6,0.0,16,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
7.0,92.0,24.1,998.6,44.9,0.0,17,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
17.1,91.0,24.2,996.8,45.9,0.0,18,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
10.4,91.0,24.2,996.8,39.9,0.0,19,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
11.0,91.0,24.0,996.8,39.0,0.0,20,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
16.2,89.0,23.9,996.9,41.7,0.0,21,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
13.9,89.0,23.7,997.6,36.2,0.0,22,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
7.2,89.0,23.5,998.0,39.6,0.0,23,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
2.6,86.0,24.3,998.5,39.5,0.0,0,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
8.4,88.0,23.9,1000.5,38.7,0.0,1,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
8.3,88.0,23.9,1002.4,33.6,0.0,2,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
3.7,89.0,24.1,1004.1,30.3,0.0,3,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
1.5,87.0,25.0,1005.1,31.0,0.0,4,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.3,85.0,25.6,1004.9,33.5,0.0,5,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,77.0,27.5,1004.1,37.4,0.0,6,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.2,75.0,28.5,1003.6,35.4,0.0,7,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.1,71.0,28.9,1002.6,31.7,0.0,8,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,69.0,29.2,1002.3,30.8,0.0,9,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,74.0,28.3,1002.8,27.6,0.0,10,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,74.0,28.3,1003.8,25.6,0.0,11,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,72.0,27.3,1004.7,16.6,0.0,12,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,79.0,27.0,1005.3,20.5,0.0,13,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,79.0,26.9,1005.9,22.1,0.0,14,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,83.0,26.1,1007.6,16.9,0.0,15,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.1,86.0,25.8,1008.1,21.9,0.0,16,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,89.0,25.5,1008.3,22.9,0.0,17,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,89.0,25.5,1007.6,24.8,0.0,18,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,91.0,25.3,1006.9,23.7,0.0,19,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,92.0,25.0,1006.5,22.0,0.0,20,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,93.0,24.5,1006.0,18.1,0.0,21,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,94.0,24.2,1006.0,18.6,0.0,22,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,94.0,24.1,1006.3,17.6,0.0,23,1,2,ERA5 - 2020 Cyclone Nivar (Tamil Nadu)
0.0,44.0,31.7,997.3,22.4,0.0,0,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,48.0,31.6,997.9,22.9,0.0,1,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,46.0,32.9,998.8,18.7,0.0,2,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,48.0,33.5,999.9,18.2,0.0,3,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,37.0,36.0,1000.0,14.6,0.0,4,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,29.0,38.1,1000.0,16.6,0.0,5,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,36.0,37.5,999.7,18.5,0.0,6,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,33.0,38.2,998.9,16.2,0.0,7,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,40.0,36.9,998.4,18.6,0.0,8,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,36.0,37.9,997.4,15.0,0.0,9,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,32.0,39.1,996.4,13.7,0.0,10,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,35.0,38.4,996.1,16.3,0.0,11,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,33.0,37.3,995.5,26.2,0.0,12,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,41.0,34.8,996.0,21.9,0.0,13,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,43.0,34.2,996.5,21.9,0.0,14,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,43.0,34.1,997.4,20.2,0.0,15,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,45.0,33.8,998.2,22.2,0.0,16,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,55.0,31.5,998.6,21.6,0.0,17,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.1,61.0,30.7,998.9,22.8,0.0,18,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.1,66.0,30.0,998.4,24.4,0.0,19,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,65.0,30.0,997.5,24.6,0.0,20,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.4,68.0,29.0,997.0,27.4,0.0,21,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,63.0,29.5,996.0,28.1,0.0,22,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.1,67.0,29.1,996.0,26.4,0.0,23,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,70.0,29.0,995.7,30.1,0.0,0,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,69.0,29.3,995.8,30.8,0.0,1,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,69.0,29.5,995.8,29.1,0.0,2,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,64.0,30.5,996.3,33.1,0.0,3,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,58.0,31.1,997.1,37.8,0.0,4,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.3,60.0,30.6,997.0,36.6,0.0,5,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
3.4,82.0,27.6,996.8,32.9,0.0,6,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
3.5,85.0,26.9,995.8,36.9,0.0,7,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
2.9,85.0,26.7,994.2,40.2,0.0,8,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
1.4,84.0,26.7,992.8,44.5,0.0,9,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
8.3,85.0,26.6,990.1,49.0,0.0,10,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
6.5,85.0,26.6,988.0,53.9,0.0,11,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
10.7,90.0,25.3,989.5,50.8,0.0,12,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
8.1,89.0,25.6,987.8,56.4,0.0,13,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
10.1,90.0,25.5,984.3,71.7,0.0,14,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
10.4,88.0,25.9,978.2,92.7,0.0,15,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
28.1,90.0,26.4,973.0,105.6,0.0,16,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
17.5,89.0,26.6,965.7,91.1,0.0,17,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
5.3,87.0,28.2,957.2,59.0,0.0,18,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.7,93.0,27.3,955.0,31.2,0.0,19,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.7,97.0,26.7,955.1,17.0,0.0,20,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
2.2,92.0,26.1,960.4,57.8,0.0,21,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
7.5,88.0,25.4,968.3,77.3,0.0,22,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
18.1,87.0,25.4,974.6,87.2,0.0,23,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
23.6,89.0,25.8,980.0,77.7,0.0,0,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
14.3,87.0,25.7,982.1,76.0,0.0,1,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
3.5,87.0,25.5,984.8,63.4,0.0,2,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
6.6,87.0,25.4,986.7,60.7,0.0,3,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
1.5,87.0,25.4,989.3,51.8,0.0,4,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.4,83.0,26.4,991.7,46.4,0.0,5,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.4,79.0,27.3,993.0,41.4,0.0,6,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.8,79.0,28.1,994.3,37.4,0.0,7,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.2,75.0,28.4,995.2,31.7,0.0,8,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.1,72.0,29.0,995.4,30.6,0.0,9,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,67.0,30.2,995.3,30.0,0.0,10,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,65.0,30.4,995.5,30.1,0.0,11,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,75.0,27.9,997.5,16.4,0.0,12,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,77.0,27.6,998.3,14.0,0.0,13,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,79.0,26.9,999.0,14.2,0.0,14,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,81.0,26.5,999.8,13.2,0.0,15,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,82.0,26.3,1000.4,13.0,0.0,16,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,84.0,26.3,1000.8,12.7,0.0,17,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,85.0,26.3,1001.2,12.6,0.0,18,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,87.0,26.2,1000.9,11.9,0.0,19,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,88.0,26.1,1000.3,11.6,0.0,20,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,89.0,26.1,999.7,11.3,0.0,21,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,88.0,26.3,999.4,12.1,0.0,22,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
0.0,88.0,26.3,999.7,12.2,0.0,23,1,2,ERA5 - 2021 Cyclone Tauktae (Gujarat)
1.4,91.0,25.8,994.3,22.3,0.0,0,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,89.0,26.3,994.1,27.4,0.0,1,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,88.0,26.9,994.6,25.9,0.0,2,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.4,84.0,28.1,994.8,24.5,0.0,3,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.1,88.0,28.0,994.5,26.0,0.0,4,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.4,91.0,27.8,993.3,26.0,0.0,5,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.3,81.0,28.7,992.2,28.6,0.0,6,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.4,77.0,29.7,990.9,30.9,0.0,7,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.2,78.0,29.3,988.8,32.8,0.0,8,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,69.0,31.0,988.1,33.7,0.0,9,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
4.5,85.0,28.9,987.8,26.7,0.0,10,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.5,85.0,28.0,987.3,30.3,0.0,11,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.3,91.0,26.4,988.9,33.0,0.0,12,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.4,91.0,26.3,988.5,33.8,0.0,13,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.4,88.0,26.4,988.9,34.3,0.0,14,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.9,92.0,26.0,989.2,35.2,0.0,15,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.5,91.0,25.8,989.3,35.5,0.0,16,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.9,90.0,25.9,988.6,35.7,0.0,17,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
7.6,89.0,25.7,987.2,38.9,0.0,18,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
4.2,90.0,25.6,985.6,38.5,0.0,19,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
7.0,92.0,25.5,984.0,41.0,0.0,20,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
4.9,92.0,25.3,982.9,39.1,0.0,21,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.9,91.0,25.3,982.4,40.5,0.0,22,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.0,91.0,25.2,981.5,44.7,0.0,23,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.1,91.0,24.9,976.2,54.7,0.0,0,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
14.2,91.0,25.0,974.6,60.5,0.0,1,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
15.9,92.0,24.8,974.3,57.8,0.0,2,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
12.8,93.0,25.4,973.0,50.1,0.0,3,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
6.4,90.0,26.7,972.6,40.9,0.0,4,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
3.3,90.0,27.0,972.9,38.5,0.0,5,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
1.2,92.0,27.4,973.2,24.6,0.0,6,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,80.0,30.0,973.4,15.8,0.0,7,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,79.0,30.0,974.4,20.7,0.0,8,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,79.0,28.7,975.0,22.5,0.0,9,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,82.0,28.2,975.8,26.7,0.0,10,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,83.0,27.1,977.5,32.6,0.0,11,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,83.0,26.3,981.0,43.8,0.0,12,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.3,85.0,26.2,982.6,43.1,0.0,13,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.3,86.0,26.0,984.1,42.1,0.0,14,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.2,85.0,26.0,985.8,40.0,0.0,15,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.2,86.0,25.9,987.2,37.9,0.0,16,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.3,86.0,26.0,988.0,37.6,0.0,17,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.4,86.0,25.9,988.1,37.2,0.0,18,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.5,88.0,25.3,988.0,33.5,0.0,19,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.2,87.0,25.2,987.9,32.4,0.0,20,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.5,87.0,24.9,988.0,31.9,0.0,21,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,86.0,25.1,988.4,31.8,0.0,22,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,84.0,25.1,989.4,29.9,0.0,23,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,87.0,25.6,989.8,27.3,0.0,0,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.2,84.0,26.5,991.3,27.9,0.0,1,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,81.0,27.7,992.3,25.4,0.0,2,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,75.0,29.3,993.0,28.3,0.0,3,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,68.0,30.8,993.5,31.6,0.0,4,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,65.0,31.3,993.8,30.7,0.0,5,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,65.0,31.7,994.1,28.2,0.0,6,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,65.0,31.7,993.6,23.4,0.0,7,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,67.0,31.6,993.4,22.7,0.0,8,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,66.0,31.6,993.2,22.5,0.0,9,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.1,66.0,31.5,993.1,20.2,0.0,10,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,69.0,30.9,993.5,16.5,0.0,11,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,74.0,29.6,994.9,16.5,0.0,12,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,77.0,28.9,995.6,15.9,0.0,13,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,78.0,28.8,996.5,16.7,0.0,14,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,78.0,28.7,997.4,15.5,0.0,15,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,81.0,28.4,998.0,11.2,0.0,16,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,80.0,28.4,998.5,12.4,0.0,17,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,82.0,27.9,998.3,9.7,0.0,18,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,83.0,28.0,998.0,10.2,0.0,19,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,90.0,27.9,998.1,10.0,0.0,20,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,94.0,27.6,998.0,9.6,0.0,21,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,94.0,27.9,998.0,9.7,0.0,22,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,94.0,28.3,998.3,10.8,0.0,23,1,2,ERA5 - 2021 Cyclone Yaas (Odisha/WB)
0.0,85.0,26.6,986.3,36.1,0.0,0,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,87.0,26.5,986.8,32.4,0.0,1,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,80.0,27.8,987.3,35.6,0.0,2,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,81.0,28.2,988.1,33.7,0.0,3,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,71.0,29.8,988.6,38.8,0.0,4,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,63.0,31.2,988.8,43.0,0.0,5,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,57.0,32.4,988.2,42.3,0.0,6,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,49.0,33.3,988.0,47.9,0.0,7,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,56.0,32.6,987.7,43.9,0.0,8,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.3,58.0,31.5,987.6,43.2,0.0,9,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,59.0,32.0,986.8,43.3,0.0,10,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,66.0,30.7,986.3,42.2,0.0,11,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,68.0,29.8,986.3,43.5,0.0,12,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,74.0,29.2,986.0,36.9,0.0,13,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,76.0,28.9,987.0,38.3,0.0,14,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,75.0,28.6,987.5,38.6,0.0,15,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,77.0,28.2,988.0,37.8,0.0,16,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,78.0,27.8,988.2,36.9,0.0,17,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.0,81.0,27.4,988.5,38.5,0.0,18,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,78.0,27.5,987.9,36.5,0.0,19,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,79.0,26.8,987.1,38.9,0.0,20,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.3,84.0,27.2,986.4,35.5,0.0,21,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,83.0,27.0,986.0,35.0,0.0,22,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,86.0,26.5,986.3,31.8,0.0,23,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.9,89.0,25.8,985.3,33.2,0.0,0,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.1,88.0,26.1,985.4,35.2,0.0,1,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,83.0,27.0,985.8,42.1,0.0,2,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.4,84.0,26.3,986.3,39.4,0.0,3,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.5,77.0,28.0,986.4,51.6,0.0,4,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.4,75.0,28.9,985.9,52.7,0.0,5,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.6,66.0,30.4,984.8,54.3,0.0,6,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
14.2,87.0,27.3,983.9,50.1,0.0,7,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
11.3,92.0,26.1,983.0,50.1,0.0,8,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
5.7,88.0,26.9,982.0,58.0,0.0,9,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
1.0,88.0,26.6,981.1,57.8,0.0,10,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
1.1,87.0,26.8,980.3,59.8,0.0,11,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
1.2,86.0,26.9,980.3,58.0,0.0,12,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.8,85.0,27.0,979.7,61.1,0.0,13,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
0.2,89.0,26.4,979.2,61.0,0.0,14,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
1.2,90.0,26.4,978.3,63.8,0.0,15,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
2.7,92.0,26.2,978.9,63.9,0.0,16,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
3.5,90.0,26.3,979.7,58.1,0.0,17,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
4.8,91.0,26.4,979.8,61.2,0.0,18,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
3.0,95.0,25.9,979.9,57.7,0.0,19,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
5.2,92.0,26.0,979.2,60.5,0.0,20,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
7.2,92.0,25.9,978.2,63.7,0.0,21,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
8.6,90.0,26.2,976.4,72.4,0.0,22,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
12.9,91.0,26.1,974.9,77.1,0.0,23,1,2,ERA5 - 2023 Cyclone Biparjoy (Gujarat)
